TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
nETGs,11.192,10.925507127107311,0.7491940895490349,11.154477178510021,2.351603072419129,1-197166
nETGs,11.499,11.26679988023406,0.9601379550688551,11.417168640184501,2.3265406685165617,1-197186
nETGs,11.481,11.185692269357137,0.9098767225754667,11.475201330578082,2.420945405921972,1-197230
nETGs,10.383,10.081140243755556,0.3174375386828138,10.383828178267269,2.1414497734004674,1-197287
nETGs,11.515,11.349352087039533,0.9310502658706584,11.317237060691639,2.4372747974101237,1-197292
nETGs,11.709,11.582791604949911,0.9224138197220947,11.411756859381752,2.243781916093795,1-197366
nETGs,10.563,10.383551419995152,0.1903329644890496,10.39354651041189,2.305136318943639,1-197406
nETGs,11.388,10.973450249386369,0.8669373586161774,11.477911672037548,2.380030247967831,1-197534
nETGs,11.475,11.351990234805445,1.0010413889928118,11.168131144524255,2.353723937588949,1-197638
nETGs,10.731,10.26099233808852,0.51891001516639,10.852337763317056,2.2390490931401916,1-198001
nETGs,11.644,11.417323426872622,1.0161968317945733,11.554232561624056,2.387033701282363,1-198093
nETGs,11.478,11.370484797802835,0.7351185110191727,11.12006642571711,2.3230457354817013,1-198159
nETGs,11.214,10.806652131847517,0.809289045326189,11.299341806213901,2.3469394626989906,1-198180
nETGs,11.181,10.868620185541928,0.7611007406354048,11.192060742170392,2.3422252293607904,1-198182
nETGs,11.222,10.851597143929556,0.786326448097662,11.281802647364424,2.297760511099134,1-198212
nETGs,11.721,11.511642885963463,1.114177276618922,11.604651871350116,2.445136968713304,1-198395
nETGs,11.816,11.52647818876984,1.3348559694526225,11.804178545038798,2.3914644118391033,1-198501
nETGs,11.082,10.629913650435752,0.7649971489309578,11.19385844985461,2.2203696324513946,1-198859
nETGs,11.384,11.128881473033907,0.8589594511370604,11.332654928078485,2.3694014136966244,1-199742
nETGs,10.112,9.489730429733061,0.43885961379572525,10.294624067239216,1.900913067737669,1-199775
nETGs,10.789,10.354032245382479,0.5043351609271742,10.891221260132044,2.2422929049829308,1-200
nETGs,11.399,11.089515759143241,1.0223450654998705,11.407292807272919,2.3705130895985924,1-200281
nETGs,11.098,10.81840273758906,0.7409939794748497,11.07545438760698,2.298853076409707,1-200530
nETGs,10.85,10.233665134108593,0.8234726099164499,11.030747153563574,2.1209028176145273,1-200602
nETGs,10.469,10.239044778469307,0.5624113818230102,10.383972853814152,2.091315159697223,1-201334
nETGs,10.078,9.735303111922313,0.33964980952400486,10.11601693475735,1.9339931638312424,1-201355
nETGs,10.79,9.881127788896286,0.6205537412732024,11.033857831897507,2.217220655644519,1-201813
nETGs,10.835,10.168552104914937,0.857754062501203,11.030594142527624,2.1027766148834415,1-201822
nETGs,11.031,10.856362481869635,0.5704270654875683,10.851986578549157,2.325720858019412,1-201892
nETGs,11.728,11.58139221758179,0.9797302540887185,11.486159004716301,2.3554515201265174,1-201938
nETGs,11.162,10.93950021497793,0.7063763174433579,11.066064713854965,2.3119656603683665,1-201970
nETGs,11.367,10.962945403430206,0.8129802793777733,11.45021032824839,2.401572845676446,1-205390
nETGs,10.898,10.395974969909746,0.6155283762460778,11.034874799754128,2.2607866686549762,1-208443
nETGs,11.052,10.691305824208346,0.6637006934028556,11.104448711219721,2.3240765797394864,1-208988
nETGs,11.682,11.4372374161869,1.1187938937605135,11.617341989616877,2.4119562379304016,1-209266
nETGs,11.165,10.931629861028462,0.7286785493677205,11.084818489050184,2.2990712600274095,1-209296
nETGs,11.613,11.386814221969013,1.1324192655468102,11.522515386801533,2.379668034033654,1-209474
nETGs,11.326,10.985740496183924,0.9828135241435707,11.361977646198236,2.3330440298234874,1-209712
nETGs,11.037,10.597553814591052,0.7943478387318853,11.141800189537307,2.244029589030022,1-209772
nETGs,11.054,10.64280211493098,0.7994087144509296,11.141800189537307,2.2506639194632436,1-209772
nETGs,11.203,10.98676357718869,0.664455148515931,11.097533119526744,2.385606273598312,1-209786
nETGs,11.214,11.00471642587979,0.6585849353418363,11.097533119526744,2.383815365980431,1-209786
nETGs,11.674,11.515420056881505,1.012246109545027,11.460613982383558,2.462996612028056,1-209926
nETGs,11.488,11.318039537857263,0.9865032008727016,11.299381234735977,2.373095987078727,1-209935
nETGs,10.841,9.758336803739287,0.6916991463067046,11.10455659577466,2.2076343673889616,1-210114
nETGs,11.14,10.809702517870072,0.7143298534724358,11.167419038165532,2.279894980011638,1-210128
nETGs,11.679,11.433819713200556,0.9665179686368609,11.614893188766645,2.396896449142524,1-210323
nETGs,10.979,10.737946394153147,0.5810387416571292,10.909393102151112,2.279210512601395,1-210702
nETGs,10.263,10.013162962211467,0.792323469558991,10.20495605908226,1.931457870689005,1-210710
nETGs,10.477,10.143649356734189,0.5189101479649266,10.507081024622297,2.092018470752797,1-210728
nETGs,10.959,10.753437093748708,0.5634823511627078,10.836455533468428,2.3517963068970236,1-210735
nETGs,10.633,10.426402295854967,0.17493090089079133,10.512159642830957,2.3636119798921444,1-210747
nETGs,10.895,10.566379179688262,0.4442008117200117,10.920942190281341,2.2776092143040914,1-210773
nETGs,11.171,10.927223827206094,0.8278209893499501,11.105035428429188,2.2935835134961167,1-210774
nETGs,10.941,10.754958501146714,0.764399632445403,10.784150359107297,2.2068258760318495,1-210784
nETGs,10.93,10.632290259226174,0.6466006560350377,10.926654165512804,2.2605483726369795,1-210932
nETGs,11.454,11.079740956500368,1.0501482132409594,11.516644713316369,2.3126004392612596,1-211073
nETGs,10.725,10.457721731476695,0.4012279846162315,10.68840250084088,2.2907022432878543,1-211079
nETGs,10.802,10.614508870424105,0.45163304594062037,10.647848230695141,2.204933522354145,1-211084
nETGs,10.8,10.517678620270637,0.5227055893888436,10.780449027638163,2.2610248339923973,1-211100
nETGs,11.308,10.94327270182647,0.7792355403069996,11.363538775829817,2.3531465462139796,1-211292
nETGs,11.54,11.245408295688497,0.8854737617187726,11.533464824744378,2.4795753101749884,1-211544
nETGs,11.282,10.930784968242405,0.9111581553579392,11.326981946667777,2.321391278311689,1-211629
nETGs,11.802,11.619661631362153,1.1451344488297093,11.638139671257777,2.4847268042986617,1-211925
nETGs,11.349,11.02279764385254,0.8863784090997363,11.372792922017924,2.3634239329171765,1-211956
nETGs,11.104,10.757368578751922,0.7612515351845506,11.145264953904572,2.2607866686549762,1-212061
nETGs,11.222,10.810389230697663,0.8849653403619395,11.310061720445656,2.2940250940953226,1-212136
nETGs,11.793,11.628404679887618,1.1569729392192238,11.592961601388632,2.4533183400470375,1-212201
nETGs,10.883,10.505354859265376,0.6011901700080797,10.948104532732252,2.217220655644519,1-212393
nETGs,11.504,11.273079381137002,1.0582364765666232,11.42035208036728,2.4099331233312946,1-212396
nETGs,11.345,11.086209983199952,0.8960302176697115,11.298204678331992,2.365862215402555,1-212462
nETGs,11.779,11.597859572432109,1.243856193061001,11.61283431160366,2.4068806700491248,1-212471
nETGs,12.279,12.22030500792744,1.123362004037387,11.681829713028025,2.423081958297231,1-212498
nETGs,11.019,10.848429715295866,0.6447342282184932,10.831651667074095,2.205745540942662,1-212500
nETGs,11.114,10.78790147542064,0.7950456864006625,11.137700140294076,2.2278867046136734,1-212516
nETGs,11.415,11.145066813780183,0.890085582665651,11.38150364539879,2.3664229572259727,1-212626
nETGs,11.187,10.732388551545801,0.8327010685392808,11.300230643399852,2.273464272621346,1-212876
nETGs,11.601,11.373940904312004,1.0452451119117945,11.51179014247165,2.426836453803508,1-212911
nETGs,11.245,10.98744261147698,0.8131804467872888,11.19668678024072,2.3298045221640695,1-213731
nETGs,11.04,10.659918987337585,0.4999626231350736,11.10685374496665,2.3506356082589543,1-213825
nETGs,10.964,10.729653921988357,0.6256202797760563,10.885186507617748,2.151982395457474,1-214291
nETGs,11.354,11.077669118461781,0.8209231400985534,11.32781104694942,2.3527611917238307,1-214296
nETGs,10.952,10.713129230131878,0.6662386303234284,10.879433897311834,2.278296208091274,1-214335
nETGs,11.798,11.575924715799825,1.05196250289093,11.701429567464384,2.48826861549546,1-214658
nETGs,10.653,10.507519016861993,0.4928995416674223,10.408340089681118,2.2247919564926817,1-216520
nETGs,10.913,10.224944476258136,0.6561943387911692,11.114347958401517,2.149834696715785,1-216805
nETGs,10.811,10.585020672542722,0.6217987851914658,10.72021311385327,2.207095540419218,1-217022
nETGs,11.097,10.90923334321806,0.694342667925228,10.943358104154097,2.288696260590256,1-217050
nETGs,11.07,10.980472927568183,1.1707885488247702,10.641205235908956,2.1752218003430523,1-217304
nETGs,11.457,11.147857561371156,1.0068082349106096,11.464963680431401,2.364550995353972,1-217617
nETGs,11.339,10.681049873429156,0.9140259859117991,11.532229691322213,2.3344537511509307,1-217733
nETGs,10.525,10.196903024825783,0.5011953203312842,10.550478568702976,2.1202447955463652,1-217782
nETGs,11.222,11.025603080143878,0.7625283626580042,11.083876224645177,2.345569756056392,1-218047
nETGs,11.04,10.830575777127985,0.7169218020755325,10.923760192434072,2.3176455432211585,1-218324
nETGs,10.538,10.441230783005262,0.33445320955574054,10.139496350376914,2.1156105116742996,1-218628
nETGs,11.333,11.132555414829167,0.7902846276617914,11.201865623097845,2.24551266781415,1-218695
nETGs,11.299,11.141432053989291,0.9001492968953172,11.083308969085804,2.333850145102545,1-218764
nETGs,11.572,11.394301350299239,0.8424209317376709,11.399105783980941,2.446381812222442,1-218808
nETGs,11.513,11.36802339082748,0.8557613393814906,11.26706995812375,2.3220124385824006,1-22599
nETGs,10.637,10.383968812288334,0.7163371301739363,10.58302946606877,2.0090257420869104,1-22848
nETGs,11.126,10.868978713421777,0.5363066098369917,11.077023598077485,2.3951515915045425,1-229012
nETGs,11.363,11.160844358920253,0.9142370688055692,11.234767486738667,2.360593413565249,1-229458
nETGs,10.171,9.778816789841322,0.30362860973204525,10.24630054439802,2.039017321997412,1-229940
nETGs,10.651,10.165646859003797,0.6122530166715061,10.779996897526049,2.1142772965615864,1-229965
nETGs,10.683,10.391289090620232,0.6346788300739069,10.673476551651135,2.142389466118836,1-229966
nETGs,10.553,9.708666478353193,0.4122931398024878,10.786955655358032,2.2068258760318495,1-230672
nETGs,11.686,11.472573980881942,1.0538851783682228,11.57614145556116,2.4234097277330933,1-230825
nETGs,11.566,11.391964641603483,0.8717479579106031,11.385767510029833,2.427323786357247,1-230870
nETGs,10.893,10.661123372216366,0.6680129110537304,10.810710587408792,2.2216749970707688,1-231174
nETGs,11.143,10.89986250239852,0.6970548388143895,11.076185773508579,2.330413773349191,1-231297
nETGs,11.432,11.165276352372276,0.9529383931150355,11.394749446560617,2.3453737305590883,1-231694
nETGs,10.464,10.207507867392083,0.3535306381599819,10.414367211145603,2.1126050015345745,1-231900
nETGs,10.214,9.805141276989513,0.42959093204712917,10.300310805079672,1.9410142437055697,1-232168
nETGs,11.151,10.945609517166533,0.7701906773971061,11.028170538948272,2.318689269947746,1-232411
nETGs,11.335,10.998775028880814,0.8376514370063185,11.367555371022343,2.335858911319818,1-232516
nETGs,10.941,10.7144050969058,0.5618171540152875,10.85111335949063,2.317854489331469,1-233420
nETGs,11.275,10.961132404612906,0.8289823252583629,11.287468994349812,2.3003780648707024,1-233444
nETGs,11.35,10.999808975766054,0.9746957795326512,11.39415769405922,2.2805783703680764,1-233983
nETGs,10.703,10.532455589171855,0.49317998063563895,10.515597876105021,2.2598326990634834,1-234115
nETGs,11.334,11.076086823300221,0.9695561077300341,11.286125896865913,2.3197304943302246,1-234172
nETGs,10.414,10.12014972695803,0.27921110543030503,10.406699584684379,2.166726055580052,1-234388
nETGs,10.989,10.796569253678074,0.6075625803755272,10.843851638900377,2.287129620719111,1-234980
nETGs,11.491,11.320880746374225,0.9196535511686481,11.302712572113897,2.4263485737875077,1-235033
nETGs,11.266,11.068843697219792,0.785898292465598,11.129201101262845,2.3498600821923312,1-235301
nETGs,10.573,10.252281850254896,0.3267441039176469,10.591834191538368,2.2111205412580492,1-235530
nETGs,10.564,10.233228996670068,0.33000642522508417,10.591834191538368,2.2062860444124324,1-235530
nETGs,10.772,10.339085599467486,0.5947239152838889,10.873024712351489,2.216429830876251,1-23568
nETGs,11.459,11.265397285673956,0.9082169004689598,11.31594589584442,2.395501124305626,1-236106
nETGs,11.051,10.834663980586008,0.6583932300762448,10.945687423825813,2.3087777736647213,1-236175
nETGs,11.601,11.392688590334233,1.003330755838519,11.482958316007938,2.424718337331567,1-23647
nETGs,10.544,10.192828832833122,0.3368600522743662,10.588946710663901,2.125806458139527,1-23665
nETGs,10.947,10.644470066447864,0.5296884512615783,10.948494775325745,2.317436496535099,1-23670
nETGs,11.615,11.37819149647211,1.1259043824642354,11.539605665704663,2.3857849588433355,1-236745
nETGs,10.594,10.27755812290319,0.559067765934168,10.608883649330004,2.1290450598879582,1-23894
nETGs,10.854,10.644405252411374,0.5215321202083639,10.738035241469008,2.2631624649622166,1-23951
nETGs,11.241,11.01345405119619,0.8429850496279394,11.152498057776567,2.323870606540509,1-23958
nETGs,11.069,10.639473523033713,0.782256291370195,11.168030753703203,2.280805928393667,1-24104
nETGs,10.571,10.131825269182778,0.5810407383275477,10.675645060138384,2.089905111439398,1-24132
nETGs,11.913,11.76757172074965,0.9039586901554301,11.668207611558742,2.474798818800631,1-24142
nETGs,11.194,11.02216029756704,0.5763417528842588,11.009278690075996,2.3406423775607053,1-241570
nETGs,11.339,11.054978033803248,0.9426523253254114,11.321298650359347,2.298197867109815,1-24279
nETGs,11.884,11.748556790497764,1.4526763593240448,11.613039917001588,2.3364597338485296,1-244439
nETGs,11.558,11.237069551976681,1.1135421951051192,11.577028378865613,2.357744325180376,1-244469
nETGs,10.883,10.576672528764256,0.61762897433417,10.88823363548875,2.2593549273080344,1-244631
nETGs,11.312,11.16625242963361,0.897297270279201,11.068009327251332,2.3422252293607904,1-245
nETGs,10.433,10.252075901373797,0.22401362185906892,10.26641601225918,2.200303182981585,1-245088
nETGs,10.799,10.494125178800498,0.7285973873790267,10.802811085631312,2.14674801363064,1-24524
nETGs,11.421,11.208225095970564,0.9442361840066273,11.310113534562781,2.2281436075977417,1-245299
nETGs,11.235,10.962752532586899,0.8215796628970231,11.204173680445532,2.3354579006893843,1-245451
nETGs,11.387,11.157127213428451,0.9660468594488641,11.301854736483753,2.353531559077762,1-245458
nETGs,11.21,11.049463420409605,0.7387812496950822,11.001021182796725,2.3725438007590705,1-246203
nETGs,11.668,11.458693812493017,0.9972114107227787,11.551569641088877,2.4625477288026643,1-24623
nETGs,12.223,12.171108782620536,1.1289154227102458,11.575652244708952,2.344195715871435,1-246383
nETGs,11.441,11.17721123301547,1.0550721950796367,11.400263204267713,2.3271545124094315,1-246633
nETGs,11.612,11.515396582643445,0.6487507004446762,11.212831439676428,2.3916407034923877,1-246809
nETGs,11.35,11.122819797563007,0.8008542733043716,11.260966421403033,2.39776625612645,1-2469
nETGs,11.104,10.726685816140112,0.74178170451243,11.168865566412252,2.300812794118117,1-247258
nETGs,11.24,11.015255030923388,0.946009393786798,11.147398420784912,2.2946866242794433,1-247270
nETGs,11.121,10.895953859296178,0.7645506412037812,11.02884236468522,2.338854746252323,1-247339
nETGs,11.274,10.965102046112973,0.8038669821720126,11.281727949949076,2.3380578754197563,1-247395
nETGs,10.738,10.431735260400538,0.47610544285013157,10.743172397983558,2.2357808703275603,1-247449
nETGs,11.15,10.538214676860804,0.8017475614211182,11.329285234806932,2.311541958401195,1-247713
nETGs,11.383,11.133132385114514,0.7886639752611108,11.324995377696336,2.4282968139828798,1-247747
nETGs,10.945,10.574787839931359,0.7494259441737096,11.004660959624383,2.229937685907934,1-247774
nETGs,10.979,10.316137438433088,0.7142457038687026,11.173603751902988,2.249931756634195,1-247845
nETGs,11.222,10.935007846451594,0.9115845411541659,11.207493207923527,2.3085644135612386,1-247861
nETGs,11.049,10.855113035274949,0.7348787884051703,10.906451473111385,2.2990712600274095,1-248249
nETGs,11.366,11.01882279870205,0.9489512255739343,11.407711283034313,2.3443922736851106,1-248328
nETGs,11.227,10.900858564939917,0.862786896516971,11.250738489297376,2.3059958827708047,1-248535
nETGs,11.075,10.875005817751621,0.6379904764292874,10.943096615456598,2.328583449714202,1-249224
nETGs,10.957,10.593706918620937,0.7862537005905472,11.011445719749219,2.2121876044039577,1-249226
nETGs,11.747,11.521152651754393,1.1095115356218113,11.656019691891865,2.4536240735914507,1-249704
nETGs,10.926,10.704971501890014,0.7528162162319424,10.827856697631859,2.196452541703389,1-250071
nETGs,11.351,11.074361975262894,0.909127368481231,11.32515611350044,2.397244581010386,1-250651
nETGs,11.784,11.622371031145192,1.2201343984583044,11.57745387220387,2.4360035356698964,1-251657
nETGs,10.198,9.759657137932814,0.4772646026569898,10.302168717821424,2.0273496077747564,1-251788
nETGs,10.857,10.37252523320353,0.5413287029985491,10.985569322275166,2.2528530309798933,1-252443
nETGs,10.825,10.449990360903728,0.5507184247145929,10.888192842485472,2.2234959409623944,1-252632
nETGs,11.177,10.836432480823294,0.8122439803196351,11.213236516232262,2.229425847920695,1-254546
nETGs,11.33,11.112078358380254,0.8705214708478223,11.22713192852304,2.3510228525841237,1-256009
nETGs,11.723,11.59397539941292,0.9854271434634727,11.434001898222569,2.422589839851482,1-256048
nETGs,11.692,11.551714615660737,1.040682108753829,11.434001898222569,2.4316853446860116,1-256048
nETGs,11.641,11.479574659613435,1.0136803666716636,11.434001898222569,2.429752280002408,1-256048
nETGs,11.092,10.790586293768136,0.7478780066116325,11.092383371848776,2.2920344359947364,1-256185
nETGs,11.529,11.198336425762319,1.0294654282220734,11.556740079002008,2.380211241711606,1-256234
nETGs,10.985,10.674892417334476,0.6959200720571578,10.993891726253716,2.2581581933407944,1-256446
nETGs,11.096,10.914585092049917,0.6047665773550188,10.930364175555697,2.2909245593827543,1-256465
nETGs,11.285,10.901553104997323,0.8768529532142788,11.354243299735497,2.314709692955174,1-256506
nETGs,10.355,9.071218228051281,0.4868545417137199,10.632826543016593,2.0930713063760633,1-25659
nETGs,11.048,10.803754761795284,0.7099486435085025,10.982657594282438,2.295567099962479,1-25680
nETGs,10.911,10.493539264954384,0.5355471924040862,11.002724043752247,2.288696260590256,1-256819
nETGs,10.651,9.626828103896136,0.7008769547816929,10.908877071196676,2.0629578340845103,1-258007
nETGs,11.635,11.456683436363498,1.0521930044973378,11.463325432420929,2.407900540142635,1-258118
nETGs,11.212,10.78689507141419,0.8628467391860442,11.30839090490848,2.2518814545525276,1-258213
nETGs,10.939,10.41992883961869,0.7247679508129427,11.083485938769396,2.1983821300082944,1-258380
nETGs,11.257,11.064746544277224,0.859798857143045,11.111533452913037,2.307709923404807,1-258455
nETGs,11.657,11.494143544496847,0.9773124321790441,11.453164029820837,2.4565178578052627,1-258477
nETGs,11.2,10.657834444515846,0.8389750601154612,11.354138624734892,2.3049211619008916,1-258653
nETGs,11.433,11.118769287865112,0.945911561579454,11.445811278655816,2.311753861055754,1-258685
nETGs,11.218,11.020615676680178,0.8337205164916484,11.081597684404441,2.3370597263205246,1-258856
nETGs,11.512,11.211903993484714,0.9761206252790007,11.511063997894235,2.3861421089308186,1-258903
nETGs,11.219,11.028159381701318,0.8540019182171373,11.070984771186648,2.3475251599986895,1-259117
nETGs,10.962,10.655630659615206,0.7069730013126808,10.96727449768052,2.2392994791268923,1-259952
nETGs,10.36,9.803465117956085,0.45484304835198447,10.519790187183219,2.0136796972911926,1-260010
nETGs,10.174,9.323060567659956,0.3042740292737343,10.409049178231975,2.03342375548695,1-26003
nETGs,11.043,10.704008996717109,0.6195112698171319,11.077907969259053,2.303412070596742,1-26035
nETGs,11.64,11.344338369116192,1.0400486287496187,11.634564444821605,2.40671045860979,1-260541
nETGs,11.632,11.467984639673691,0.9432970466459766,11.430700379714386,2.471731651480051,1-260663
nETGs,10.512,10.368028746781267,0.3261312521942263,10.26352266406889,2.210318519826232,1-260946
nETGs,10.751,10.376652898847913,0.6185719449019234,10.813709103122692,2.1956229435869368,1-261376
nETGs,10.886,10.506571236163978,0.579441616757039,10.952387012453993,2.230959555748569,1-261574
nETGs,10.882,10.732429800428022,0.7319125390384329,10.647449860835845,2.2335037603411343,1-262174
nETGs,11.638,11.420506088132713,1.074706074282157,11.534474742497585,2.386320573894046,1-262307
nETGs,11.295,11.05849672925849,0.7436661739983992,11.21918434745128,2.4303975913869666,1-262876
nETGs,11.821,11.660754871279448,1.2001656869447146,11.61136878951738,2.469674772551798,1-262883
nETGs,10.961,10.348912021663738,0.7715144955486247,11.14038311781613,2.229937685907934,1-262904
nETGs,11.163,10.986097458929775,0.5533967220258194,10.988526772543839,2.4510184521554574,1-263219
nETGs,11.633,11.296451452702232,1.1392183643534646,11.665832018099596,2.3660492098002353,1-263429
nETGs,11.507,11.336917363133049,1.085219134147128,11.31863620004363,2.3912880485952974,1-263718
nETGs,11.568,11.380533919695868,1.0008240311132717,11.413801830322907,2.4046627008737222,1-26393
nETGs,11.057,10.858033663369559,0.595387375137376,10.923333574777825,2.3412366232386925,1-264054
nETGs,11.958,11.852333503745914,0.9589931211719,11.593420436335846,2.3803921600570273,1-264599
nETGs,11.242,10.872550451266132,0.8553982168394678,11.301093251229057,2.271841606536499,1-26462
nETGs,11.493,11.287907272743409,0.9269594955544984,11.36967767826855,2.4073909044707316,1-264715
nETGs,11.688,11.501460755610678,1.061414473229715,11.532079607792584,2.4310419453358856,1-264815
nETGs,11.235,10.986791043226516,0.6188846398217682,11.174853355118193,2.0930713063760633,1-264886
nETGs,10.957,10.84137024324438,1.033664439796774,10.62678241598256,2.2119210843085093,1-265124
nETGs,11.242,11.012744275398614,0.7726895846123772,11.15596884057866,2.371990911464915,1-265378
nETGs,11.38,11.161871727906135,0.866760978749228,11.277448818885869,2.2975416678181597,1-265548
nETGs,10.859,9.92100836909213,0.7267266612220068,11.106802680969848,2.1775364999298623,1-265704
nETGs,11.089,10.7411905611273,0.6836768866566635,11.13122704323746,2.322219294733919,1-265758
nETGs,12.042,11.982112724935893,0.8792096619735491,11.452980636176836,2.370883016777606,1-265801
nETGs,11.159,10.762513268365483,0.7630543842502406,11.237209685920265,2.3350565194390915,1-26587
nETGs,11.445,11.081038310637272,0.9436424042832522,11.499956075823917,2.3675422735205767,1-265919
nETGs,11.167,10.96008115550465,0.7835457153812435,11.046686318918292,2.285782273779395,1-265980
nETGs,11.347,11.100366595311453,0.7853298955786671,11.2848011812856,2.3400473176613934,1-26641
nETGs,11.948,11.816199388199406,1.073094396382207,11.666928157771002,2.457124626303409,1-26768
