TYPE,DYN_MassInHalfRad,DM_MassInHalfRad,R_eff,Mass,VelDisp,mangaid
LTGs,10.803,10.525332932501197,0.8695845044084235,10.778308448002148,2.0034605321095063,1-212861
LTGs,11.246,10.99417602398941,1.0052672755167849,11.19049794823722,2.2506639194632436,1-213414
LTGs,10.931,10.767899929327884,0.8755817755142192,10.727698993781601,2.0867156639448825,1-213726
LTGs,10.725,10.509838876211209,0.5637186507630213,10.617861401384152,2.072249897613515,1-214169
LTGs,10.545,10.50287340814045,0.8757563515378917,9.811908961939496,1.893206753059848,1-214319
LTGs,11.339,11.231557426502638,1.003373851721223,10.980807769885967,2.2669369111591733,1-214751
LTGs,11.263,11.142051054086876,1.0000878970432985,10.949775880921102,2.2340108175871793,1-216973
LTGs,10.176,10.090994065624372,0.6866352068143089,9.726885012260636,1.8709888137605752,1-217017
LTGs,10.629,10.295845873874844,0.554851415995407,10.658910737358436,2.110252917353403,1-217018
LTGs,9.961,9.785257176706203,0.5792120160434991,9.7842110296443,1.7909884750888159,1-217060
LTGs,10.499,10.42280916809156,0.7721024051214888,10.006609783066512,1.9675479762188621,1-217069
LTGs,9.923,9.742185971745466,0.2808058659264736,9.75620294246586,1.8756399370041683,1-217171
LTGs,10.196,10.066683750726709,0.5633629618001333,9.907843868289417,1.8169038393756602,1-217210
LTGs,9.937,9.769712763864923,0.469234411591448,9.742746472307685,1.8020892578817327,1-217326
LTGs,10.458,10.32489584725042,0.827886112396722,10.180583645004484,1.9041743682841634,1-217331
LTGs,10.25,9.862495257346152,0.5558190060065644,10.322082446530732,1.9666109866819343,1-217400
LTGs,10.282,10.042435302183954,0.4983097812754985,10.210378437485023,1.9666109866819343,1-217479
LTGs,10.533,10.384072537180257,0.7296509973025376,10.296882576172312,2.0111473607757975,1-217480
LTGs,9.53,9.216315094742459,0.19810422815839782,9.542296574983425,1.7759743311293692,1-217500
LTGs,11.119,10.790715925581438,1.0226351731957912,11.144644279223346,2.1535099893008374,1-217637
LTGs,10.47,10.2207451342002,0.4920602725189489,10.411206243992165,1.9786369483844743,1-217650
LTGs,10.522,9.895831759183041,0.7056064149503,10.705838846831192,2.1225435240687545,1-217662
LTGs,10.515,10.395458301990931,0.8088180912870994,10.197364409583761,1.7596678446896306,1-217752
LTGs,10.666,10.508508941300013,0.8059085568037615,10.450133122428953,2.030599721965951,1-217978
LTGs,10.06,9.949110395685766,0.6404792088866124,9.713870815201787,1.795184589682424,1-218167
LTGs,11.237,11.037116767962011,1.0922297245931316,11.104906849771046,2.161667412437736,1-218243
LTGs,10.2,10.087908854439602,0.5531542960552861,9.857976194811453,1.9405164849325673,1-218248
LTGs,9.789,9.635929377200718,0.17638046279093866,9.562847857379348,1.7626785637274363,1-218266
LTGs,11.138,10.773988678169234,0.9226222325348503,11.192993905652292,2.03342375548695,1-218280
LTGs,10.504,10.264977867043617,0.5183831204035072,10.431640229250677,2.095169351431755,1-218293
LTGs,10.112,10.068452191433257,0.6394882205255087,9.392620013675279,1.8182258936139555,1-218353
LTGs,9.865,9.799175975108575,0.4334486939371543,9.31413372019071,1.8350561017201164,1-218430
LTGs,10.892,10.710859605414226,0.7309435883862377,10.725834247875135,2.1883659260631485,1-218707
LTGs,10.517,10.284440992107056,0.4782773190418804,10.435675849551725,2.090610707828407,1-218723
LTGs,10.752,10.585655054165494,0.6852936492282728,10.555734333583649,2.1383026981662816,1-218728
LTGs,10.296,10.238232950426736,0.7572425498389725,9.692362457434644,1.8727388274726688,1-218748
LTGs,10.652,10.434071794759861,0.5575078247827576,10.54914200042671,2.111262513659065,1-218839
LTGs,11.101,10.84457424430136,0.9300315541848289,11.051284747582056,2.1947917577219247,1-218981
LTGs,10.665,10.631369231249632,0.7887343396903423,9.838275601400426,2.0136796972911926,1-22333
LTGs,10.354,10.021666504127573,0.6111922339176812,10.383198082395417,1.9211660506377388,1-22383
LTGs,9.922,9.590195767959917,0.36379810260955536,9.95073711972774,1.8970770032094204,1-225
LTGs,10.149,9.755746500508536,0.30685245356951046,10.225028572826549,2.009450895798694,1-22648
LTGs,10.448,10.208606084210418,0.652245921103713,10.376146307910009,1.919601023784111,1-22662
LTGs,10.051,9.87161744867776,0.4348872739199862,9.88141742858845,1.824125833916549,1-22849
LTGs,10.155,9.900310460476879,0.4895350955309237,10.103117668416964,1.9319661147281726,1-22887
LTGs,10.886,10.63784408588939,0.767007165645456,10.825784544742548,2.1792644643390253,1-229060
LTGs,10.265,10.084553277543082,0.40449305923366174,10.09749077765962,1.7024305364455252,1-229070
LTGs,11.169,10.863680446695104,1.017367452480294,11.173247603420576,2.1501421618485588,1-22911
LTGs,10.963,10.765944969677053,0.8314214961031461,10.826024780793238,2.171433900943008,1-229567
LTGs,10.627,10.508897280834487,0.7841181991506295,10.304791607766528,2.0398105541483504,1-229614
LTGs,10.701,10.57464612252978,0.807197621743782,10.40418796824017,2.048053173115609,1-229615
LTGs,10.66,10.474371600358685,0.565965290263649,10.502376813747201,2.117602691690084,1-229673
LTGs,9.78,9.528537561398405,0.2286563250293479,9.724037402946056,1.8680563618230415,1-229699
LTGs,11.36,11.208369332290333,1.0129647173363059,11.130421024469944,2.3025473724874854,1-229705
LTGs,10.699,10.614567269468719,0.772909198802862,10.24722389104042,2.044539760392411,1-229777
LTGs,10.561,10.4372517744074,0.8106363056707993,10.256378764191373,1.9479236198317265,1-229820
LTGs,10.105,9.765272546591051,0.5662008882184643,10.140529689910693,1.8155777483242672,1-229878
LTGs,10.787,10.710339878298852,0.8683504780280212,10.297048805434468,2.0791812460476247,1-229888
LTGs,9.96,9.916150958533805,0.5398283471442293,9.243465721688214,1.8475726591421122,1-230005
LTGs,11.45,11.184472552653943,0.9871738262117059,11.411334740545039,2.28668096935493,1-230042
LTGs,10.373,10.216405778089062,0.6328631694583188,10.155074405303907,1.9595183769729982,1-230045
LTGs,10.674,10.223710002218066,0.6218004026619106,10.784874740428721,2.100370545117563,1-230090
LTGs,10.228,10.051586667526111,0.4942915068728327,10.052552172114833,1.9375178920173466,1-230149
LTGs,10.699,10.432274624001895,0.7598958341996145,10.661751484502679,2.083860800866573,1-23015
LTGs,10.022,9.977870948788368,0.5803562702721079,9.308092565783022,1.8215135284047732,1-230173
LTGs,10.765,10.558513567108168,0.7883818198881926,10.643976915872585,1.9849771264154934,1-23023
LTGs,10.411,10.167139232039336,0.7536593615469709,10.345147750599425,1.7824726241662863,1-230395
LTGs,11.021,10.848531910554028,0.8057716996720956,10.837570440500828,2.2214142378423385,1-230406
LTGs,10.029,9.849820693168196,0.46996809681864393,9.859019734390118,1.8567288903828827,1-230422
LTGs,10.738,10.547499204375452,0.8465235929634031,10.589368268325204,2.0178677189635055,1-230571
LTGs,11.195,10.849659809006292,1.0177848923682216,11.235204936515313,2.236033147117636,1-230670
LTGs,10.834,10.720500116134607,0.8263981627137965,10.49672639089562,2.0989896394011773,1-230850
LTGs,11.496,11.282654600090101,1.157516954407762,11.386014396720805,2.2785249647370174,1-230867
LTGs,10.74,10.470244658775284,0.6879750594143264,10.706297189659129,2.1082266563749283,1-230917
LTGs,10.728,10.538201732459084,0.6636058451065334,10.578089431320572,2.130976691605617,1-230960
LTGs,10.858,10.721015642867144,0.8656964282992746,10.591223297781232,2.1065308538223815,1-230972
LTGs,10.161,10.067440406834658,0.512818649749003,9.749393697986065,1.9527924430440922,1-230987
LTGs,10.863,10.64809989324646,0.753047082836952,10.755454011240856,2.1586639808139894,1-231135
LTGs,10.922,10.716726217909848,0.7523551381320963,10.798977476648432,2.14674801363064,1-231147
LTGs,10.267,10.02615486020982,0.7044078515558848,10.197112000485129,1.8169038393756602,1-231412
LTGs,10.797,10.591932969680727,0.7909878102485359,10.673635101265157,2.1126050015345745,1-231628
LTGs,10.438,10.199140475412594,0.5790963183825338,10.365418561424114,1.9410142437055697,1-232033
LTGs,10.65,10.532979163886273,0.7657423687999555,10.324311473939192,2.044539760392411,1-232065
LTGs,10.691,10.542427617163122,0.6541757874484025,10.454013299019776,1.9014583213961123,1-232079
LTGs,10.554,10.37606861671779,0.5256930892111719,10.381565763233526,2.123851640967086,1-232087
LTGs,11.116,10.737816556745672,0.9635990968620277,11.181492543333588,2.0831441431430524,1-232100
LTGs,10.141,9.836206573344482,0.49886124292102785,10.144731098508716,1.9025467793139914,1-232104
LTGs,10.174,10.111343219867027,0.5719417774939772,9.603261954435569,1.8808135922807914,1-232137
LTGs,10.264,10.061226185924385,0.5370617537433332,10.136808334756724,1.9222062774390163,1-232143
LTGs,10.906,10.680736476073097,0.521923014391368,10.81416232700427,2.2062860444124324,1-232397
LTGs,10.577,10.446014460446984,0.9031975520499278,10.293621102767272,1.9122220565324155,1-232526
LTGs,10.058,9.875533174207522,0.5138830047037162,9.894385777691825,1.8943160626844384,1-233108
LTGs,10.6,10.260009821185779,0.6160543699078261,10.63575101614713,2.0759117614827773,1-233125
LTGs,10.324,10.20988318527674,0.7268080145793471,9.988785606264736,1.9143431571194407,1-233142
LTGs,10.846,10.738583184685066,0.9700688022099287,10.487715988706192,2.0017337128090005,1-233231
LTGs,10.179,10.061232640670143,0.6377910511231052,9.855716748199065,1.8639173769578605,1-233247
LTGs,9.873,9.802015838590828,0.3730959779421975,9.352398375181945,1.8898617212581883,1-2333
LTGs,10.656,10.47694153143126,0.7200775839367766,10.485783025702265,2.061829307294699,1-233399
LTGs,10.191,10.068132382770093,0.6643585782888426,9.883696716329615,1.884795363948981,1-233454
LTGs,10.8,10.6850983601265,0.8527232115920352,10.467387004161841,1.7846172926328754,1-233456
LTGs,10.554,10.275294463799462,0.604441670725009,10.530465492630517,2.0773679052841563,1-233531
LTGs,10.723,10.598956239727283,0.933131917913819,10.419273955847506,2.0277572046905536,1-233546
LTGs,10.546,10.260323932405946,0.7122292029117824,10.530083296391908,2.020775488193558,1-233574
LTGs,10.681,10.525854594479481,0.7850449951598449,10.459718759831212,2.044147620878723,1-233594
LTGs,9.712,9.571053735757435,0.3092063742726656,9.455730401956915,1.8388490907372552,1-233599
LTGs,11.2,11.018778582437928,0.8500940858060685,11.033990758842963,2.2833012287035497,1-233665
LTGs,10.974,10.864722987937878,0.833148367239977,10.622281062827449,2.151676230847048,1-234176
LTGs,10.863,10.779714418245343,0.9894517858080882,10.405838007232948,1.948412965778601,1-234244
LTGs,10.898,10.550114453564394,0.9700675793458713,10.94028903761133,2.0064660422492318,1-234251
LTGs,10.985,10.847877706879318,0.9891820160483873,10.718595042731865,2.09377178149873,1-234270
LTGs,10.885,10.629701223108656,0.6644535516675749,10.833880315052927,2.2273724422896364,1-234272
LTGs,9.983,9.904129424708009,0.6539820523031646,9.504322049177123,1.7371926427047373,1-234285
LTGs,10.103,9.896706599967578,0.6303248282557609,9.981659628312524,1.8530895298518655,1-234431
LTGs,11.445,11.37190887807648,1.176958319489796,10.936077177690741,2.215108581053093,1-234618
LTGs,11.569,11.383406171958471,1.1312338718532575,11.411311981069227,2.2837533833325265,1-23485
LTGs,10.274,10.173064359509583,0.6589662578141384,9.891799415422012,1.877371345869774,1-235203
LTGs,10.694,10.651250063771064,0.9864152415990493,9.966981511044866,1.8555191556678001,1-235270
LTGs,10.284,10.144928116060283,0.6740336768479843,10.022803091870765,1.8195439355418688,1-235385
LTGs,10.746,10.514722851218698,0.6953074000635177,10.662859563085332,2.11293997608408,1-235398
LTGs,10.733,10.492341868613302,0.6730217847606111,10.662859563085332,2.1099158630237933,1-235398
LTGs,10.435,10.331595478341637,0.6999233429421172,10.062108318437604,1.795184589682424,1-235575
LTGs,10.628,10.396851418623315,0.7018271247695875,10.544676677327745,2.0824263008607717,1-235986
LTGs,10.261,10.204269725983112,0.640380626505631,9.650004154116461,1.9084850188786497,1-236141
LTGs,9.804,9.647469776594315,0.361918236833711,9.585926957971285,1.8095597146352678,1-236158
LTGs,10.402,9.949875253216765,0.6161618269149266,10.513879408117768,1.9370161074648142,1-236268
LTGs,10.532,10.38231682196264,0.5083956431735183,10.297724531182826,1.9222062774390163,1-236776
LTGs,10.487,9.945560260075863,0.5910663405558326,10.64084616824167,2.04688519083771,1-23745
LTGs,10.49,10.281225616964038,0.6255178966328708,10.372709435792286,2.0464951643347082,1-23784
LTGs,10.251,10.042868485658312,0.5936177664444892,10.132665889794454,1.8992731873176039,1-23786
LTGs,10.193,9.994842893071283,0.5780661964049945,10.057937513696917,1.8756399370041683,1-23811
LTGs,10.354,10.034654389906155,0.4173059812467504,10.37157434172146,2.0199466816788423,1-2386
LTGs,10.155,10.011305309372801,0.48372994590697543,9.905818263081574,1.8733206018153987,1-23866
LTGs,11.031,10.952838619093008,0.9635526382955331,10.548743182586165,2.1061908972634154,1-23877
LTGs,10.775,10.595994046000264,0.6016252394956253,10.604680094740932,2.1869563354654122,1-23891
LTGs,10.257,10.04510491932341,0.6426632727380712,10.14471821236792,1.921686475483602,1-23914
LTGs,9.852,9.402267824329952,0.4551488468282157,9.962567984268453,1.7965743332104296,1-23927
LTGs,10.374,10.234098819502478,0.7058630824914668,10.114992642867835,1.9258275746247424,1-23929
LTGs,9.983,9.936227327895596,0.5657307711745756,9.293061398298821,1.7972675408307164,1-23976
LTGs,9.906,9.712857475211381,0.5603850473327505,9.762125433964961,1.7708520116421442,1-24006
LTGs,9.881,9.650625569534903,0.39497812930027026,9.796572676540977,1.8122446968003694,1-24124
LTGs,10.428,10.243569178109066,0.6877066343715444,10.268122293187721,1.9052560487484513,1-24128
LTGs,10.588,10.349354146422256,0.5717089916211849,10.515126986527017,2.1179338350396413,1-24148
LTGs,11.147,10.936851388077617,0.9429508219464507,11.03192665807228,2.210318519826232,1-24161
LTGs,10.747,10.65216975774038,0.8409838644275351,10.340639856951148,2.04883008652835,1-24172
LTGs,10.682,10.528320706258972,0.7466328833938407,10.457284904677847,2.0580462303952816,1-24179
LTGs,10.078,9.795599040895599,0.5540031538624647,10.058535919054625,1.8293037728310249,1-24209
LTGs,11.087,10.30252510009632,0.7220579230483931,11.310102504884014,2.0666985504229953,1-24246
LTGs,11.541,11.160181191034157,0.9887366986629443,11.608380246438655,2.3951515915045425,1-24251
LTGs,11.103,10.927363943902698,0.7113013405255785,10.925996901168132,1.9912260756924949,1-242874
LTGs,10.539,10.417795611897612,0.797684823542235,10.226570342301256,1.9763499790032735,1-2430
LTGs,11.223,11.097389306887143,0.78979340320068,10.923979658224068,1.9420080530223132,1-2431
LTGs,9.99,9.742460724862667,0.36492525831865585,9.928983181380692,1.8668778143374989,1-24354
LTGs,10.31,10.16236274113947,0.6653925707681445,10.07071222185509,1.8512583487190752,1-24368
LTGs,10.542,10.311584404233445,0.5187760332544695,10.457631501846752,2.095169351431755,1-24371
LTGs,10.238,10.14480681206352,0.44435805190172767,9.824866184280127,1.9768083373380663,1-24390
LTGs,10.459,10.148104255058923,0.7034649685945246,10.46864660086203,1.8785217955012066,1-24407
LTGs,10.77,10.478511582441865,0.6065977417408699,10.76024407246772,2.1547282074401557,1-24416
LTGs,10.838,10.437492509473893,0.5621743577665692,10.91888450667226,2.26528962586083,1-24418
LTGs,11.235,11.036904402896043,1.1060884440174168,11.099831108259428,2.1209028176145273,1-244372
LTGs,10.285,10.03151256463218,0.528915853898632,10.231605772809353,1.9772662124272926,1-24440
LTGs,10.914,10.80612441904793,0.8606983234016184,10.5573469474484,2.0835026198302673,1-244590
LTGs,10.785,10.274267010652512,0.66614228979944,10.925816896788392,2.204933522354145,1-244629
LTGs,10.046,9.91945276365601,0.5476517595558367,9.749760065018535,1.8463371121298053,1-244652
LTGs,10.092,10.010315543873217,0.6570557880602923,9.627182841722924,1.7944880466591695,1-244660
LTGs,10.456,10.387548822734118,0.72164636057726,9.920850462381887,1.9030899869919435,1-244785
LTGs,10.939,10.498052814385069,0.973635937614783,11.0446552296678,2.141136090120739,1-24482
LTGs,11.247,11.059126452992409,0.9980405828091302,11.093555660508207,2.2195845262142546,1-244998
LTGs,10.412,10.182362974055316,0.4465376255350655,10.326516624408825,2.042181594515766,1-245069
LTGs,10.562,10.469144209183117,0.802431265745651,10.147453689799757,1.9934362304976116,1-245089
LTGs,11.149,10.882947851415457,0.825491525276071,11.11095633443784,2.2911467617318855,1-245118
LTGs,10.825,10.314916753544516,0.7856849322281203,10.96552670063691,2.0273496077747564,1-245331
LTGs,11.121,10.995179305269517,0.8974631975143281,10.82260518295955,1.9763499790032735,1-245404
LTGs,10.368,10.287545480872053,0.7515109037222444,9.897189710357162,1.8561244442423004,1-245456
LTGs,11.547,11.426387812837493,1.074449893556726,11.232725570927315,2.243534101832062,1-245497
LTGs,11.063,10.447723130144468,1.0526942644786075,11.243408987365992,2.074084689028244,1-245524
LTGs,9.935,9.100168753353227,0.29358411049014116,10.16734822679846,1.8992731873176039,1-24553
LTGs,10.733,10.683030918628088,0.7227173266214632,10.070202038801,1.8767949762007006,1-245560
LTGs,10.526,10.345637845808358,0.607349118485796,10.358326558316888,2.044147620878723,1-2456
LTGs,10.701,10.446422270013379,0.6788807825869043,10.648977442705624,2.0655797147284485,1-245670
LTGs,10.55,10.416245147051557,0.8441039367970449,10.27439287133947,1.9800033715837464,1-245686
LTGs,11.006,10.93455395160836,0.9759822862024783,10.487990497865715,2.0784568180532927,1-245695
LTGs,10.365,10.236579231197375,0.7284357532797463,10.074251663720618,1.920123326290724,1-245736
LTGs,10.808,10.148448684718575,0.7568647217901643,11.00167974809426,2.0895518828864543,1-245774
LTGs,10.18,9.86588732094259,0.6299186251503899,10.19270007825506,1.8438554226231612,1-245811
LTGs,10.464,10.349134300010206,0.7551894654583434,10.131268319299533,1.9079485216122722,1-245975
